Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",CO2 emissions (kt) [EN.ATM.CO2E.KT]
1992,YR1992,Afghanistan,AFG,12057433,..,1390
1992,YR1992,Albania,ALB,3247039,3264.83141265091,2220
1992,YR1992,Algeria,DZA,26748303,8471.5276053104,66840
1992,YR1992,American Samoa,ASM,50078,..,..
1992,YR1992,Andorra,AND,57283,..,410
1992,YR1992,Angola,AGO,12632507,5136.55037903611,6880
1992,YR1992,Antigua and Barbuda,ATG,64659,15452.7824459539,290
1992,YR1992,Argentina,ARG,33568285,16190.510705998,107930
1992,YR1992,Armenia,ARM,3574555,2634.96312448389,10900
1992,YR1992,Aruba,ABW,70192,32986.5418811497,..
1992,YR1992,Australia,AUS,17478635,30285.8538220866,268400
1992,YR1992,Austria,AUT,7840709,38774.4902606316,57660
1992,YR1992,Azerbaijan,AZE,7382050,5690.18091817449,63610
1992,YR1992,"Bahamas, The",BHS,281973,31882.471166941,2570
1992,YR1992,Bahrain,BHR,554470,40971.726502181,12270
1992,YR1992,Bangladesh,BGD,111272102,1818.15076512284,11820
1992,YR1992,Barbados,BRB,260212,12710.4193266718,1180
1992,YR1992,Belarus,BLR,10216470,7923.65035566891,87990
1992,YR1992,Belgium,BEL,10045158,36426.9931547081,112330
1992,YR1992,Belize,BLZ,190299,7663.64842835439,500
1992,YR1992,Benin,BEN,5457778,2129.20121408603,280
1992,YR1992,Bermuda,BMU,58595,64385.4074102651,..
1992,YR1992,Bhutan,BTN,545944,2917.57950850309,120
1992,YR1992,Bolivia,BOL,7394419,4556.99345105859,11150
1992,YR1992,Bosnia and Herzegovina,BIH,4275730,..,15970
1992,YR1992,Botswana,BWA,1420695,9570.54895663913,3300
1992,YR1992,Brazil,BRA,155900790,10103.7879427817,207870
1992,YR1992,British Virgin Islands,VGB,16476,..,..
1992,YR1992,Brunei Darussalam,BRN,277416,71781.1028963074,3590
1992,YR1992,Bulgaria,BGR,8540164,10840.0915744326,55360
1992,YR1992,Burkina Faso,BFA,9598555,1021.14451625888,520
1992,YR1992,Burundi,BDI,5743085,1190.06743509192,180
1992,YR1992,Cabo Verde,CPV,381947,1740.53571739499,110
1992,YR1992,Cambodia,KHM,9718215,..,1350
1992,YR1992,Cameroon,CMR,12128604,3059.79236139903,6850
1992,YR1992,Canada,CAN,28371264,..,426370
1992,YR1992,Cayman Islands,CYM,28677,..,..
1992,YR1992,Central African Republic,CAF,2991727,1049.11941485628,150
1992,YR1992,Chad,TCD,6302926,1113.22169971605,410
1992,YR1992,Channel Islands,CHI,142011,..,..
1992,YR1992,Chile,CHL,13782297,11256.2094833245,30320
1992,YR1992,China,CHN,1164970000,1731.65721549278,2418180
1992,YR1992,Colombia,COL,33939039,8598.99202067966,52510
1992,YR1992,Comoros,COM,452990,2856.00856417072,70
1992,YR1992,"Congo, Dem. Rep.",COD,38332302,1346.74722225667,1480
1992,YR1992,"Congo, Rep.",COG,2520958,4978.35083844666,3130
1992,YR1992,Costa Rica,CRI,3321939,10416.1088472688,4150
1992,YR1992,Cote d'Ivoire,CIV,12838314,3959.5616632319,2770
1992,YR1992,Croatia,HRV,4575818,..,15040
1992,YR1992,Cuba,CUB,10783748,..,21770
1992,YR1992,Curacao,CUW,143912,..,..
1992,YR1992,Cyprus,CYP,810431,26386.578125,5480
1992,YR1992,Czechia,CZE,10319123,20768.7881664466,134140
1992,YR1992,Denmark,DNK,5171370,40108.8919453015,57030
1992,YR1992,Djibouti,DJI,623197,..,300
1992,YR1992,Dominica,DMA,69112,8166.64689151473,80
1992,YR1992,Dominican Republic,DOM,7427340,6688.87043420566,9620
1992,YR1992,Ecuador,ECU,10914222,8279.56827624721,16850
1992,YR1992,"Egypt, Arab Rep.",EGY,59989142,6017.30108272074,90900
1992,YR1992,El Salvador,SLV,5552206,5451.63112275221,3350
1992,YR1992,Equatorial Guinea,GNQ,501334,1159.73862159234,900
1992,YR1992,Eritrea,ERI,1921153,..,440
1992,YR1992,Estonia,EST,1533091,..,23820
1992,YR1992,Eswatini,SWZ,925165,4760.24751474307,580
1992,YR1992,Ethiopia,ETH,52011554,598.922751835545,1520
1992,YR1992,Faroe Islands,FRO,46005,..,..
1992,YR1992,Fiji,FJI,786859,8078.59011542495,720
1992,YR1992,Finland,FIN,5041992,29648.7439434243,52280
1992,YR1992,France,FRA,58849943,34269.2834434525,368590
1992,YR1992,French Polynesia,PYF,219621,..,..
1992,YR1992,Gabon,GAB,1037446,17109.4015608026,4530
1992,YR1992,"Gambia, The",GMB,1127152,2047.02755975861,200
1992,YR1992,Georgia,GEO,4873500,4769.99652400785,20070
1992,YR1992,Germany,DEU,80624598,38734.9384083447,892820
1992,YR1992,Ghana,GHA,16241548,2391.98674931802,3080
1992,YR1992,Gibraltar,GIB,26945,..,..
1992,YR1992,Greece,GRC,10399061,24700.1305911615,78180
1992,YR1992,Greenland,GRL,55300,..,..
1992,YR1992,Grenada,GRD,101040,8446.7369175827,170
1992,YR1992,Guam,GUM,143173,..,..
1992,YR1992,Guatemala,GTM,9544055,5730.64595343889,4830
1992,YR1992,Guinea,GIN,6832195,1485.42135543375,1050
1992,YR1992,Guinea-Bissau,GNB,1022904,2020.74183698318,180
1992,YR1992,Guyana,GUY,744998,5522.38455233113,1080
1992,YR1992,Haiti,HTI,7205780,3336.83647264565,900
1992,YR1992,Honduras,HND,5344774,3793.71111916006,2730
1992,YR1992,"Hong Kong SAR, China",HKG,5800500,31802.4441269625,..
1992,YR1992,Hungary,HUN,10369341,15932.4996239844,58000
1992,YR1992,Iceland,ISL,261057,..,1940
1992,YR1992,India,IND,907574049,1859.71485077115,626290
1992,YR1992,Indonesia,IDN,188558416,4965.1336102875,171510
1992,YR1992,"Iran, Islamic Rep.",IRN,59372016,10331.3291969548,233650
1992,YR1992,Iraq,IRQ,18385673,3410.74050793459,67340
1992,YR1992,Ireland,IRL,3558430,27780.2292534741,31510
1992,YR1992,Isle of Man,IMN,70307,..,..
1992,YR1992,Israel,ISR,5123000,..,36860
1992,YR1992,Italy,ITA,56797087,37407.1113238593,402270
1992,YR1992,Jamaica,JAM,2434574,9128.91176945706,8150
1992,YR1992,Japan,JPN,124425000,34048.7845542093,1115060
1992,YR1992,Jordan,JOR,3866887,8500.02578814596,11930
1992,YR1992,Kazakhstan,KAZ,16439095,11294.7365777633,253840
1992,YR1992,Kenya,KEN,24655723,3455.49133713816,5950
1992,YR1992,Kiribati,KIR,77901,1989.6297412334,20
1992,YR1992,"Korea, Dem. People's Rep.",PRK,21439991,..,104690
1992,YR1992,"Korea, Rep.",KOR,43747962,14590.5330031829,297050
1992,YR1992,Kosovo,XKX,1932000,..,..
1992,YR1992,Kuwait,KWT,1620633,41446.9637511501,23050
1992,YR1992,Kyrgyz Republic,KGZ,4515400,3978.90991431132,13800
1992,YR1992,Lao PDR,LAO,4561106,2019.39134480369,600
1992,YR1992,Latvia,LVA,2614338,..,13970
1992,YR1992,Lebanon,LBN,3745407,9788.92321671508,7020
1992,YR1992,Lesotho,LSO,1858507,1401.93210081589,350
1992,YR1992,Liberia,LBR,2052626,..,400
1992,YR1992,Libya,LBY,4444820,..,26340
1992,YR1992,Liechtenstein,LIE,29581,..,210
1992,YR1992,Lithuania,LTU,3700114,..,19980
1992,YR1992,Luxembourg,LUX,392175,76323.3047532824,11440
1992,YR1992,"Macao SAR, China",MAC,372370,52889.1710611178,..
1992,YR1992,Madagascar,MDG,12623342,1614.09341961532,960
1992,YR1992,Malawi,MWI,10115420,892.425227427108,630
1992,YR1992,Malaysia,MYS,18526708,11963.2676704259,67170
1992,YR1992,Maldives,MDV,239136,..,230
1992,YR1992,Mali,MLI,9310572,1388.73085237522,10
1992,YR1992,Malta,MLT,367618,17284.4483657815,2170
1992,YR1992,Marshall Islands,MHL,48015,3523.67987861926,80
1992,YR1992,Mauritania,MRT,2147527,4467.27563822921,1010
1992,YR1992,Mauritius,MUS,1084441,8942.38329008363,1320
1992,YR1992,Mexico,MEX,84993164,15931.4828867171,291680
1992,YR1992,"Micronesia, Fed. Sts.",FSM,102893,3132.25799069191,110
1992,YR1992,Moldova,MDA,2975621,..,20320
1992,YR1992,Monaco,MCO,30794,..,..
1992,YR1992,Mongolia,MNG,2236494,4027.77797853696,12860
1992,YR1992,Montenegro,MNE,608516,..,1480
1992,YR1992,Morocco,MAR,25400676,3649.87182617188,24880
1992,YR1992,Mozambique,MOZ,13816881,436.376415633059,1100
1992,YR1992,Myanmar,MMR,41237813,597.202183388265,4280
1992,YR1992,Namibia,NAM,1461687,6758.10270623216,1220
1992,YR1992,Nauru,NRU,10129,..,120
1992,YR1992,Nepal,NPL,20702133,1631.23071537753,1230
1992,YR1992,Netherlands,NLD,15184166,37405.9299673421,153250
1992,YR1992,New Caledonia,NCL,179799,..,..
1992,YR1992,New Zealand,NZL,3531700,26427.3534888591,24380
1992,YR1992,Nicaragua,NIC,4427172,3262.62955159694,2240
1992,YR1992,Niger,NER,8907644,1028.65516359773,500
1992,YR1992,Nigeria,NGA,100182045,3253.03391971921,91810
1992,YR1992,North Macedonia,MKD,2018023,9867.36803375276,8540
1992,YR1992,Northern Mariana Islands,MNP,48128,..,..
1992,YR1992,Norway,NOR,4286401,44517.4357160017,30200
1992,YR1992,Oman,OMN,1985227,31842.5573571713,14920
1992,YR1992,Pakistan,PAK,122375179,3267.2906884217,66980
1992,YR1992,Palau,PLW,16004,..,200
1992,YR1992,Panama,PAN,2554382,12284.064327353,3640
1992,YR1992,Papua New Guinea,PNG,4136644,3387.85927306644,2180
1992,YR1992,Paraguay,PRY,4277051,8808.78439049477,2470
1992,YR1992,Peru,PER,23047248,5110.73742048642,21030
1992,YR1992,Philippines,PHL,64543525,4035.92811043223,44020
1992,YR1992,Poland,POL,38363667,10662.0805170735,343370
1992,YR1992,Portugal,PRT,9952494,24930.4506344601,46770
1992,YR1992,Puerto Rico,PRI,3585176,22791.5706479761,..
1992,YR1992,Qatar,QAT,471293,..,14680
1992,YR1992,Romania,ROU,22794284,10816.9337179519,126190
1992,YR1992,Russian Federation,RUS,148538197,17367.640625,2030810
1992,YR1992,Rwanda,RWA,7657208,920.206399188057,500
1992,YR1992,Samoa,WSM,169799,3530.79710138423,100
1992,YR1992,San Marino,SMR,23808,..,..
1992,YR1992,Sao Tome and Principe,STP,125648,..,40
1992,YR1992,Saudi Arabia,SAU,17281350,46502.1315582192,202040
1992,YR1992,Senegal,SEN,7974514,2427.5108609856,2570
1992,YR1992,Serbia,SRB,7646424,..,47990
1992,YR1992,Seychelles,SYC,70763,16100.2425172439,180
1992,YR1992,Sierra Leone,SLE,4301566,1209.63371754111,320
1992,YR1992,Singapore,SGP,3230698,40014.8260629655,31410
1992,YR1992,Sint Maarten (Dutch part),SXM,31345,..,..
1992,YR1992,Slovak Republic,SVK,5305016,11663.992330789,46100
1992,YR1992,Slovenia,SVN,1996498,..,12830
1992,YR1992,Solomon Islands,SLB,343916,2468.34007250312,170
1992,YR1992,Somalia,SOM,6428141,..,680
1992,YR1992,South Africa,ZAF,41760755,9612.3928734882,238820
1992,YR1992,South Sudan,SSD,4956969,..,360
1992,YR1992,Spain,ESP,39157685,28280.3260908948,232370
1992,YR1992,Sri Lanka,LKA,17736827,4279.2966174098,5250
1992,YR1992,St. Kitts and Nevis,KNA,40900,14414.5306358981,150
1992,YR1992,St. Lucia,LCA,146420,12025.494110993,300
1992,YR1992,St. Martin (French part),MAF,29035,..,..
1992,YR1992,St. Vincent and the Grenadines,VCT,113222,6947.45037193759,120
1992,YR1992,Sudan,SDN,21780059,3052.7431640625,4530
1992,YR1992,Suriname,SUR,419521,13831.1787492113,2050
1992,YR1992,Sweden,SWE,8668067,32953.6182903423,56750
1992,YR1992,Switzerland,CHE,6875364,55123.8383797844,45700
1992,YR1992,Syrian Arab Republic,SYR,13156406,..,35150
1992,YR1992,Tajikistan,TJK,5656208,2521.43268648005,7690
1992,YR1992,Tanzania,TZA,27580723,1306.36242675781,1860
1992,YR1992,Thailand,THA,56939020,8277.35332729427,107950
1992,YR1992,Timor-Leste,TLS,783705,..,..
1992,YR1992,Togo,TGO,4106219,1566.28357826943,750
1992,YR1992,Tonga,TON,99260,3846.95922672049,80
1992,YR1992,Trinidad and Tobago,TTO,1285502,10923.5110910672,13150
1992,YR1992,Tunisia,TUN,8802540,6078.84873305534,16110
1992,YR1992,Turkiye,TUR,56302037,12796.127323353,149800
1992,YR1992,Turkmenistan,TKM,3926369,5485.97476265748,28100
1992,YR1992,Turks and Caicos Islands,TCA,13014,..,..
1992,YR1992,Tuvalu,TUV,9466,2792.54869833413,10
1992,YR1992,Uganda,UGA,18801966,920.651530056751,820
1992,YR1992,Ukraine,UKR,52150400,13447.1640625,574640
1992,YR1992,United Arab Emirates,ARE,2116231,99106.7916389224,59700
1992,YR1992,United Kingdom,GBR,57580402,31134.0426021928,557890
1992,YR1992,United States,USA,256514000,40712.0631200606,4879630
1992,YR1992,Uruguay,URY,3153732,12193.45888569,4770
1992,YR1992,Uzbekistan,UZB,21449000,3074.65882065673,113080
1992,YR1992,Vanuatu,VUT,158577,2792.94720503364,60
1992,YR1992,"Venezuela, RB",VEN,20700461,..,103110
1992,YR1992,Vietnam,VNM,69788747,2317.26666789588,20810
1992,YR1992,Virgin Islands (U.S.),VIR,105712,..,..
1992,YR1992,West Bank and Gaza,PSE,2163591,..,..
1992,YR1992,"Yemen, Rep.",YEM,14433771,..,9130
1992,YR1992,Zambia,ZMB,8074337,2141.50461450784,2850
1992,YR1992,Zimbabwe,ZWE,10641501,2468.27825686681,18470
1992,YR1992,Africa Eastern and Southern,AFE,326933522,2823.05785885886,295090
1992,YR1992,Africa Western and Central,AFW,217966101,2739.71611429086,122740.53316587
1992,YR1992,Arab World,ARB,236598334,9789.40544363453,692897.307446233
1992,YR1992,Caribbean small states,CSS,6152432,10645.1547497099,29790
1992,YR1992,Central Europe and the Baltics,CEB,110111454,12374.5823441865,848800
1992,YR1992,Early-demographic dividend,EAR,2134566607,4677.17716909,2816236.35670589
1992,YR1992,East Asia & Pacific,EAS,1869453624,5564.92262749239,4894966.731127
1992,YR1992,East Asia & Pacific (excluding high income),EAP,1649303152,2520.70074232103,2957304.27104307
1992,YR1992,East Asia & Pacific (IDA & IBRD countries),TEA,1627823212,2550.73151652613,2852685.39119128
1992,YR1992,Euro area,EMU,314170604,33726.1557082019,2563820
1992,YR1992,Europe & Central Asia,ECS,849816712,22693.6277501426,7507954.29893602
1992,YR1992,Europe & Central Asia (excluding high income),ECA,366266798,12851.1972942374,3513547.53176551
1992,YR1992,Europe & Central Asia (IDA & IBRD countries),TEC,432000567,12590.522603131,3997662.00089619
1992,YR1992,European Union,EUU,422972438,29037.2365540357,3409700
1992,YR1992,Fragile and conflict affected situations,FCS,506088764,4111.89496974616,472085.016579254
1992,YR1992,Heavily indebted poor countries (HIPC),HPC,378502714,1742.07700033434,62425.0309858958
1992,YR1992,High income,HIC,1043682026,32512.0650915839,11694563.437159
1992,YR1992,IBRD only,IBD,3585504220,4994.03975097938,9032910
1992,YR1992,IDA & IBRD total,IBT,4478853646,4428.59506733157,9473857.49364213
1992,YR1992,IDA blend,IDB,300471959,3259.83443514943,310097.162409472
1992,YR1992,IDA only,IDX,592877467,1614.83985010641,129248.873582396
1992,YR1992,IDA total,IDA,893349426,2170.28298090182,440082.155336526
1992,YR1992,Late-demographic dividend,LTE,1894466166,5092.98599769271,6325141.65757786
1992,YR1992,Latin America & Caribbean,LCN,458008075,10842.7400345961,946681.378235803
1992,YR1992,Latin America & Caribbean (excluding high income),LAC,411860418,10640.8471615535,773530
1992,YR1992,Latin America & the Caribbean (IDA & IBRD countries),TLA,442658603,10809.9744792663,907190
1992,YR1992,Least developed countries: UN classification,LDC,540619179,1561.52381408901,65852.2373991166
1992,YR1992,Low & middle income,LMY,4405894460,4258.7035363464,8965154.99048305
1992,YR1992,Low income,LIC,319904104,1394.68354676307,172411.925213454
1992,YR1992,Lower middle income,LMC,2105910215,3267.71497280479,2290422.85103085
1992,YR1992,Middle East & North Africa,MEA,270652251,11024.3224298452,959739.183060535
1992,YR1992,Middle East & North Africa (excluding high income),MNA,241132429,6782.58598239489,596008.046747654
1992,YR1992,Middle East & North Africa (IDA & IBRD countries),TMN,238968838,6807.53457660067,589590
1992,YR1992,Middle income,MIC,4085990356,4496.97135436314,8792989.29842393
1992,YR1992,North America,NAC,284943859,39919.6270468012,5307758.91588987
1992,YR1992,Not classified,INX,..,..,..
1992,YR1992,OECD members,OED,1126417384,30024.2172490944,11417400
1992,YR1992,Other small states,OSS,18570361,..,79448.7471830025
1992,YR1992,Pacific island small states,PSS,1822819,5244.99059825962,1670
1992,YR1992,Post-demographic dividend,PST,977958696,32593.2496362576,11278742.9012225
1992,YR1992,Pre-demographic dividend,PRE,439447569,2349.35069178393,212602.162411819
1992,YR1992,Small states,SST,26545612,..,110960.136625546
1992,YR1992,South Asia,SAS,1192502803,2029.02984090111,713310
1992,YR1992,South Asia (IDA & IBRD),TSA,1192502803,2029.02984090111,713310
1992,YR1992,Sub-Saharan Africa,SSF,544899623,2785.85249536357,417794.327382333
1992,YR1992,Sub-Saharan Africa (excluding high income),SSA,544828860,2784.12298970831,417614.507620054
1992,YR1992,Sub-Saharan Africa (IDA & IBRD countries),TSS,544899623,2785.85249536357,417794.327382333
1992,YR1992,Upper middle income,UMC,1980080141,5799.07309767314,6502838.29966784
1992,YR1992,World,WLD,5470276947,9665.19272347005,20796958.4334364
1993,YR1993,Afghanistan,AFG,14003760,..,1340
1993,YR1993,Albania,ALB,3227287,3598.82201263031,2060
1993,YR1993,Algeria,DZA,27354327,8109.88355918664,72220
1993,YR1993,American Samoa,ASM,51174,..,..
1993,YR1993,Andorra,AND,59156,..,410
1993,YR1993,Angola,AGO,13038270,3783.11436710346,9270
1993,YR1993,Antigua and Barbuda,ATG,65834,15978.3086759624,250
1993,YR1993,Argentina,ARG,34027240,17282.9649904397,110260
1993,YR1993,Armenia,ARM,3457349,2484.55232933972,5040
1993,YR1993,Aruba,ABW,72360,34336.5539640921,..
1993,YR1993,Australia,AUS,17634808,31232.5854761276,273050
1993,YR1993,Austria,AUT,7905633,38658.6497800224,57800
1993,YR1993,Azerbaijan,AZE,7494800,4309.92146212108,48050
1993,YR1993,"Bahamas, The",BHS,288164,31293.5266576489,2090
1993,YR1993,Bahrain,BHR,573755,44690.4148162104,13070
1993,YR1993,Bangladesh,BGD,113418757,1867.7809380996,12570
1993,YR1993,Barbados,BRB,260995,12772.7871937179,1000
1993,YR1993,Belarus,BLR,10239050,7305.30690938528,76420
1993,YR1993,Belgium,BEL,10084475,35935.9573927225,110110
1993,YR1993,Belize,BLZ,194177,7979.02214809667,470
1993,YR1993,Benin,BEN,5706181,2155.36661622986,290
1993,YR1993,Bermuda,BMU,58910,65967.8500138776,..
1993,YR1993,Bhutan,BTN,520838,3118.96322849646,130
1993,YR1993,Bolivia,BOL,7544489,4657.030395839,10200
1993,YR1993,Bosnia and Herzegovina,BIH,3942981,..,13400
1993,YR1993,Botswana,BWA,1462262,9476.6607379938,3250
1993,YR1993,Brazil,BRA,158440875,10431.4096597108,215260
1993,YR1993,British Virgin Islands,VGB,16855,..,..
1993,YR1993,Brunei Darussalam,BRN,284713,70154.4247266124,3930
1993,YR1993,Bulgaria,BGR,8472313,10765.1633918084,55930
1993,YR1993,Burkina Faso,BFA,9840075,1030.55920362618,530
1993,YR1993,Burundi,BDI,5555220,1153.54130871448,190
1993,YR1993,Cabo Verde,CPV,391749,1844.76434520909,110
1993,YR1993,Cambodia,KHM,10243550,1716.84095776483,1380
1993,YR1993,Cameroon,CMR,12486773,2736.28261393051,5770
1993,YR1993,Canada,CAN,28684764,..,422050
1993,YR1993,Cayman Islands,CYM,30038,..,..
1993,YR1993,Central African Republic,CAF,3089146,1019.44100626915,160
1993,YR1993,Chad,TCD,6448280,917.184861097219,410
1993,YR1993,Channel Islands,CHI,142291,..,..
1993,YR1993,Chile,CHL,13998386,11812.6493788658,32320
1993,YR1993,China,CHN,1178440000,1949.53426822941,2645410
1993,YR1993,Colombia,COL,34614735,8885.18684520919,55880
1993,YR1993,Comoros,COM,463318,2876.28375506325,70
1993,YR1993,"Congo, Dem. Rep.",COD,39580844,1128.59314469046,1900
1993,YR1993,"Congo, Rep.",COG,2594168,4790.46115745472,2690
1993,YR1993,Costa Rica,CRI,3405372,10882.0491513525,4180
1993,YR1993,Cote d'Ivoire,CIV,13316448,3810.04362983945,2960
1993,YR1993,Croatia,HRV,4600463,..,15540
1993,YR1993,Cuba,CUB,10840934,..,20150
1993,YR1993,Curacao,CUW,144299,..,..
1993,YR1993,Cyprus,CYP,825986,25937.3125,5740
1993,YR1993,Czechia,CZE,10329855,20760.0542509881,130980
1993,YR1993,Denmark,DNK,5188628,39979.7573849561,59360
1993,YR1993,Djibouti,DJI,611231,..,300
1993,YR1993,Dominica,DMA,69169,8336.2866115266,80
1993,YR1993,Dominican Republic,DOM,7576074,7040.48600001287,9520
1993,YR1993,Ecuador,ECU,11132829,8277.15450046203,16950
1993,YR1993,"Egypt, Arab Rep.",EGY,61382200,6051.32746628861,92660
1993,YR1993,El Salvador,SLV,5630987,5688.11479624215,3920
1993,YR1993,Equatorial Guinea,GNQ,520236,1240.90857302862,960
1993,YR1993,Eritrea,ERI,1981419,..,630
1993,YR1993,Estonia,EST,1494128,..,18340
1993,YR1993,Eswatini,SWZ,953451,4762.49760760924,590
1993,YR1993,Ethiopia,ETH,53791672,655.213218113545,1940
1993,YR1993,Faroe Islands,FRO,45096,..,..
1993,YR1993,Fiji,FJI,789198,8226.2136397977,700
1993,YR1993,Finland,FIN,5066447,29310.3070704183,53460
1993,YR1993,France,FRA,59106166,33906.2218602936,349420
1993,YR1993,French Polynesia,PYF,223714,..,..
1993,YR1993,Gabon,GAB,1065390,17318.1622609072,4650
1993,YR1993,"Gambia, The",GMB,1168309,2034.40165285504,210
1993,YR1993,Georgia,GEO,4911100,3346.56802542595,16090
1993,YR1993,Germany,DEU,81156363,38105.2306021284,887060
1993,YR1993,Ghana,GHA,16643633,2447.40867864445,3190
1993,YR1993,Gibraltar,GIB,27118,..,..
1993,YR1993,Greece,GRC,10460415,24162.3715328916,78090
1993,YR1993,Greenland,GRL,55200,..,..
1993,YR1993,Grenada,GRD,102173,8189.44950258163,150
1993,YR1993,Guam,GUM,145541,..,..
1993,YR1993,Guatemala,GTM,9790619,5805.70952757189,5110
1993,YR1993,Guinea,GIN,7046097,1512.97986209037,1080
1993,YR1993,Guinea-Bissau,GNB,1056761,1997.07637874528,180
1993,YR1993,Guyana,GUY,747189,5956.32806712219,1090
1993,YR1993,Haiti,HTI,7345940,3095.55799006796,690
1993,YR1993,Honduras,HND,5496841,3928.3717157575,2900
1993,YR1993,"Hong Kong SAR, China",HKG,5901000,33199.3433104544,..
1993,YR1993,Hungary,HUN,10357523,15858.7854892973,58380
1993,YR1993,Iceland,ISL,263725,..,1980
1993,YR1993,India,IND,926351297,1908.57822361526,651350
1993,YR1993,Indonesia,IDN,191737287,5200.02274436076,185090
1993,YR1993,"Iran, Islamic Rep.",IRN,59755430,10114.0394764231,236730
1993,YR1993,Iraq,IRQ,19295818,4234.24060310965,89560
1993,YR1993,Ireland,IRL,3576261,28386.0024217672,31650
1993,YR1993,Isle of Man,IMN,70710,..,..
1993,YR1993,Israel,ISR,5261000,..,40500
1993,YR1993,Italy,ITA,56831821,37065.4341248987,396930
1993,YR1993,Jamaica,JAM,2459062,9889.12168397551,8320
1993,YR1993,Japan,JPN,124829000,33782.7354457333,1107610
1993,YR1993,Jordan,JOR,4075759,8426.27139533011,12200
1993,YR1993,Kazakhstan,KAZ,16380672,10292.1983187675,219240
1993,YR1993,Kenya,KEN,25391830,3367.16782344836,5860
1993,YR1993,Kiribati,KIR,79093,1976.68468332892,30
1993,YR1993,"Korea, Dem. People's Rep.",PRK,21773017,..,96710
1993,YR1993,"Korea, Rep.",KOR,44194628,15436.3878598431,327600
1993,YR1993,Kosovo,XKX,1965000,..,..
1993,YR1993,Kuwait,KWT,1653645,54426.3261350839,30740
1993,YR1993,Kyrgyz Republic,KGZ,4516700,3362.82900036889,10110
1993,YR1993,Lao PDR,LAO,4685296,2082.09755399811,610
1993,YR1993,Latvia,LVA,2563290,..,11760
1993,YR1993,Lebanon,LBN,3818796,10634.3918474571,10330
1993,YR1993,Lesotho,LSO,1885478,1430.37872111406,360
1993,YR1993,Liberia,LBR,2132771,..,420
1993,YR1993,Libya,LBY,4544970,..,30580
1993,YR1993,Liechtenstein,LIE,30012,..,220
1993,YR1993,Lithuania,LTU,3682613,..,15740
1993,YR1993,Luxembourg,LUX,397475,78468.9217598348,11650
1993,YR1993,"Macao SAR, China",MAC,380712,54413.0003026513,..
1993,YR1993,Madagascar,MDG,13020100,1597.76944288438,1000
1993,YR1993,Malawi,MWI,10257233,965.38347388698,720
1993,YR1993,Malaysia,MYS,19050077,12785.8336730708,73040
1993,YR1993,Maldives,MDV,245845,..,200
1993,YR1993,Mali,MLI,9506510,1403.25272719915,10
1993,YR1993,Malta,MLT,371308,17879.4544813242,2810
1993,YR1993,Marshall Islands,MHL,48944,3664.42091548753,90
1993,YR1993,Mauritania,MRT,2237064,4540.36542516628,1050
1993,YR1993,Mauritius,MUS,1097374,9286.095235733,1470
1993,YR1993,Mexico,MEX,86648447,15930.4839148547,300670
1993,YR1993,"Micronesia, Fed. Sts.",FSM,106030,3287.02941493278,110
1993,YR1993,Moldova,MDA,2974817,..,17410
1993,YR1993,Monaco,MCO,31024,..,..
1993,YR1993,Mongolia,MNG,2270311,3842.05218142143,11850
1993,YR1993,Montenegro,MNE,610170,..,1290
1993,YR1993,Morocco,MAR,25806777,3565.513671875,25580
1993,YR1993,Mozambique,MOZ,14206254,469.397817421582,1290
1993,YR1993,Myanmar,MMR,41788302,635.107184332737,4810
1993,YR1993,Namibia,NAM,1509834,6439.2511663758,1410
1993,YR1993,Nauru,NRU,10226,..,110
1993,YR1993,Nepal,NPL,21267359,1649.00812807244,1410
1993,YR1993,Netherlands,NLD,15290368,37613.2521936233,158150
1993,YR1993,New Caledonia,NCL,184496,..,..
1993,YR1993,New Zealand,NZL,3572200,27797.7107865736,23960
1993,YR1993,Nicaragua,NIC,4526689,3178.36406658143,2200
1993,YR1993,Niger,NER,9193078,999.922653353452,570
1993,YR1993,Nigeria,NGA,102775465,3106.41482555884,86240
1993,YR1993,North Macedonia,MKD,1996893,9226.95975216991,8840
1993,YR1993,Northern Mariana Islands,MNP,47948,..,..
1993,YR1993,Norway,NOR,4311991,45512.3902170491,32430
1993,YR1993,Oman,OMN,2071868,32354.7370560932,15180
1993,YR1993,Pakistan,PAK,125546615,3240.73554927622,73750
1993,YR1993,Palau,PLW,16380,..,200
1993,YR1993,Panama,PAN,2607499,12690.3622254719,3800
1993,YR1993,Papua New Guinea,PNG,4291588,3859.9471860592,2210
1993,YR1993,Paraguay,PRY,4386202,9013.58945742563,2820
1993,YR1993,Peru,PER,23513882,5271.98188595675,21800
1993,YR1993,Philippines,PHL,66083321,4027.89530146198,47800
1993,YR1993,Poland,POL,38461408,11032.5539913076,344020
1993,YR1993,Portugal,PRT,9964675,24391.1998484727,45790
1993,YR1993,Puerto Rico,PRI,3615497,23650.1145862472,..
1993,YR1993,Qatar,QAT,486041,..,16610
1993,YR1993,Romania,ROU,22763280,10997.264832961,117700
1993,YR1993,Russian Federation,RUS,148458777,15870.60546875,1880250
1993,YR1993,Rwanda,RWA,7904740,819.110583970208,510
1993,YR1993,Samoa,WSM,171362,3642.03453285523,110
1993,YR1993,San Marino,SMR,24181,..,..
